LBYQ01000006.1_13	f6d459b0ffac2bf5365b431bf1942f2e	118	Pfam	PF18924	Protein of unknown function (DUF5674)	7	103	7.1E-23	T	10-07-2023	IPR043731	Protein of unknown function DUF5674
LBYQ01000001.1_60	31428cda3278d2bb9823ad05f5426e66	154	PANTHER	PTHR43758	7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE	3	153	2.6E-59	T	10-07-2023	-	-
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	PANTHER	PTHR10906	SECY/SEC61-ALPHA FAMILY MEMBER	8	124	4.3E-11	T	10-07-2023	IPR002208	SecY/SEC61-alpha family
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	Gene3D	G3DSA:1.10.3370.10	SecY subunit domain	1	122	3.3E-42	T	10-07-2023	IPR023201	SecY domain superfamily
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	PRINTS	PR00303	Preprotein translocase SecY subunit signature	95	113	1.3E-24	T	10-07-2023	-	-
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	PRINTS	PR00303	Preprotein translocase SecY subunit signature	7	29	1.3E-24	T	10-07-2023	-	-
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	PRINTS	PR00303	Preprotein translocase SecY subunit signature	62	80	1.3E-24	T	10-07-2023	-	-
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	Pfam	PF00344	SecY	6	109	1.5E-32	T	10-07-2023	IPR002208	SecY/SEC61-alpha family
LBYQ01000003.1_19	3c11f484a6f00aebebe204bd43af202a	129	SUPERFAMILY	SSF103491	Preprotein translocase SecY subunit	5	117	1.44E-31	T	10-07-2023	IPR023201	SecY domain superfamily
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	CDD	cd00987	PDZ_serine_protease	240	335	1.23284E-12	T	10-07-2023	-	-
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	Gene3D	G3DSA:2.30.42.10	-	240	342	1.0E-19	T	10-07-2023	IPR036034	PDZ superfamily
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	Pfam	PF13365	Trypsin-like peptidase domain	56	204	4.3E-30	T	10-07-2023	-	-
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	Pfam	PF13180	PDZ domain	261	337	2.6E-9	T	10-07-2023	IPR001478	PDZ domain
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	Pfam	PF02163	Peptidase family M50	276	339	8.6E-8	T	10-07-2023	IPR008915	Peptidase M50
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PANTHER	PTHR43343	PEPTIDASE S12	5	340	2.0E-65	T	10-07-2023	-	-
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	2	237	1.94E-51	T	10-07-2023	IPR009003	Peptidase S1, PA clan
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	SUPERFAMILY	SSF50156	PDZ domain-like	239	337	4.86E-13	T	10-07-2023	IPR036034	PDZ superfamily
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PRINTS	PR00834	HtrA/DegQ protease family signature	175	192	8.3E-33	T	10-07-2023	IPR001940	Peptidase S1C
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PRINTS	PR00834	HtrA/DegQ protease family signature	287	299	8.3E-33	T	10-07-2023	IPR001940	Peptidase S1C
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PRINTS	PR00834	HtrA/DegQ protease family signature	87	107	8.3E-33	T	10-07-2023	IPR001940	Peptidase S1C
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PRINTS	PR00834	HtrA/DegQ protease family signature	132	156	8.3E-33	T	10-07-2023	IPR001940	Peptidase S1C
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PRINTS	PR00834	HtrA/DegQ protease family signature	65	77	8.3E-33	T	10-07-2023	IPR001940	Peptidase S1C
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	PRINTS	PR00834	HtrA/DegQ protease family signature	197	214	8.3E-33	T	10-07-2023	IPR001940	Peptidase S1C
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	Gene3D	G3DSA:2.40.10.10	-	1	127	3.1E-26	T	10-07-2023	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
LBYQ01000001.1_2	a5ddd94df7c081b7c624a28fa7dbe9cc	342	Gene3D	G3DSA:2.40.10.10	-	128	239	2.0E-34	T	10-07-2023	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	SMART	SM00732	rnase_8s	1	93	1.9E-12	T	10-07-2023	IPR006641	YqgF/RNase H-like domain
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	Pfam	PF03652	Holliday junction resolvase	2	126	1.9E-27	T	10-07-2023	IPR005227	Putative pre-16S rRNA nuclease
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	PANTHER	PTHR33317	POLYNUCLEOTIDYL TRANSFERASE, RIBONUCLEASE H-LIKE SUPERFAMILY PROTEIN	2	126	3.7E-20	T	10-07-2023	IPR005227	Putative pre-16S rRNA nuclease
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	SUPERFAMILY	SSF53098	Ribonuclease H-like	1	127	1.43E-24	T	10-07-2023	IPR012337	Ribonuclease H-like superfamily
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	CDD	cd16964	YqgF	2	126	6.02656E-39	T	10-07-2023	IPR005227	Putative pre-16S rRNA nuclease
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	Hamap	MF_00651	Putative pre-16S rRNA nuclease [yqgF].	1	128	14.729088	T	10-07-2023	IPR005227	Putative pre-16S rRNA nuclease
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	Gene3D	G3DSA:3.30.420.140	-	1	128	3.6E-31	T	10-07-2023	IPR037027	YqgF/RNase H-like domain superfamily
LBYQ01000002.1_2	c55f0a321d01702b68097592df7c1bd9	128	TIGRFAM	TIGR00250	RNAse_H_YqgF: putative transcription antitermination factor YqgF	3	125	2.1E-17	T	10-07-2023	IPR005227	Putative pre-16S rRNA nuclease
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	FunFam	G3DSA:2.60.260.20:FF:000005	Chaperone protein dnaJ 1, mitochondrial	68	164	8.7E-31	T	10-07-2023	-	-
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	Pfam	PF01556	DnaJ C terminal domain	18	147	3.2E-25	T	10-07-2023	IPR002939	Chaperone DnaJ, C-terminal
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	Gene3D	G3DSA:2.60.260.20	-	16	61	2.4E-10	T	10-07-2023	-	-
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	PANTHER	PTHR43096	DNAJ HOMOLOG 1, MITOCHONDRIAL-RELATED	34	162	1.1E-22	T	10-07-2023	-	-
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	SUPERFAMILY	SSF49493	HSP40/DnaJ peptide-binding domain	73	158	5.23E-22	T	10-07-2023	IPR008971	HSP40/DnaJ peptide-binding
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	SUPERFAMILY	SSF49493	HSP40/DnaJ peptide-binding domain	17	60	3.79E-7	T	10-07-2023	IPR008971	HSP40/DnaJ peptide-binding
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	Gene3D	G3DSA:2.60.260.20	-	69	164	1.8E-28	T	10-07-2023	-	-
LBYQ01000006.1_20	eca89dbe19fada42002d68012b289fb2	164	CDD	cd10747	DnaJ_C	17	150	6.58388E-49	T	10-07-2023	-	-
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	Pfam	PF01676	Metalloenzyme superfamily	9	86	2.9E-15	T	10-07-2023	IPR006124	Metalloenzyme
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	SUPERFAMILY	SSF53649	Alkaline phosphatase-like	8	82	1.31E-12	T	10-07-2023	IPR017850	Alkaline-phosphatase-like, core domain superfamily
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	FunFam	G3DSA:3.40.1450.10:FF:000002	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	82	260	1.0E-52	T	10-07-2023	-	-
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	PANTHER	PTHR31637	2,3-BISPHOSPHOGLYCERATE-INDEPENDENT PHOSPHOGLYCERATE MUTASE	6	257	4.9E-72	T	10-07-2023	IPR005995	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	Pfam	PF06415	BPG-independent PGAM N-terminus (iPGM_N)	87	252	9.7E-59	T	10-07-2023	IPR011258	BPG-independent PGAM, N-terminal
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	Gene3D	G3DSA:3.40.1450.10	-	82	260	1.9E-66	T	10-07-2023	IPR036646	BPG-independent phosphoglycerate mutase, domain B superfamily
LBYQ01000012.1_4	cca3b1aa1c23a0b78edfcc5aff7a230a	262	SUPERFAMILY	SSF64158	2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain	82	258	2.09E-60	T	10-07-2023	IPR036646	BPG-independent phosphoglycerate mutase, domain B superfamily
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	SUPERFAMILY	SSF50486	FMT C-terminal domain-like	223	276	1.1E-9	T	10-07-2023	IPR011034	Formyl transferase-like, C-terminal domain superfamily
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	SUPERFAMILY	SSF53328	Formyltransferase	1	203	6.15E-55	T	10-07-2023	IPR036477	Formyl transferase, N-terminal domain superfamily
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	Gene3D	G3DSA:3.40.50.12230	-	1	278	8.3E-89	T	10-07-2023	-	-
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	Pfam	PF00551	Formyl transferase	1	177	1.3E-38	T	10-07-2023	IPR002376	Formyl transferase, N-terminal
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	Pfam	PF02911	Formyl transferase, C-terminal domain	224	261	9.1E-7	T	10-07-2023	IPR005793	Formyl transferase, C-terminal
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	PANTHER	PTHR11138	METHIONYL-TRNA FORMYLTRANSFERASE	1	264	2.6E-61	T	10-07-2023	-	-
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	Coils	Coil	Coil	156	176	-	T	10-07-2023	-	-
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	CDD	cd08646	FMT_core_Met-tRNA-FMT_N	1	201	3.5356E-92	T	10-07-2023	IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	Hamap	MF_00182	Methionyl-tRNA formyltransferase [fmt].	1	276	28.061861	T	10-07-2023	IPR005794	Methionyl-tRNA formyltransferase
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	TIGRFAM	TIGR00460	fmt: methionyl-tRNA formyltransferase	1	261	1.0E-65	T	10-07-2023	IPR005794	Methionyl-tRNA formyltransferase
LBYQ01000001.1_43	4cb86605a001fca629ba375fe69d809c	278	CDD	cd08704	Met_tRNA_FMT_C	223	274	1.65393E-11	T	10-07-2023	IPR044135	Methionyl-tRNA formyltransferase, C-terminal domain
LBYQ01000011.1_1	2bcab3e82a0275bdde9eac2cb8a141c2	152	Gene3D	G3DSA:3.60.10.10	Endonuclease/exonuclease/phosphatase	2	148	1.3E-21	T	10-07-2023	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
LBYQ01000011.1_1	2bcab3e82a0275bdde9eac2cb8a141c2	152	SUPERFAMILY	SSF56219	DNase I-like	12	147	9.29E-20	T	10-07-2023	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	1	199	1.7E-66	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	PANTHER	PTHR42753	MITOCHONDRIAL RIBOSOME PROTEIN L39/PROLYL-TRNA LIGASE FAMILY MEMBER	2	197	2.0E-56	T	10-07-2023	-	-
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	38	166	10.918924	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	10	192	5.97E-49	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	PRINTS	PR01046	Prolyl-tRNA synthetase signature	68	86	2.6E-15	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	PRINTS	PR01046	Prolyl-tRNA synthetase signature	133	141	2.6E-15	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	PRINTS	PR01046	Prolyl-tRNA synthetase signature	103	114	2.6E-15	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	PRINTS	PR01046	Prolyl-tRNA synthetase signature	143	154	2.6E-15	T	10-07-2023	IPR002316	Proline-tRNA ligase, class IIa
LBYQ01000019.1_1_1	094d17b4186b678e2419319f750eaed4	199	Pfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	93	193	2.1E-26	T	10-07-2023	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
LBYQ01000001.1_18	24b08e3316bb097e05760d97762410ca	160	CDD	cd04301	NAT_SF	57	119	1.33034E-4	T	10-07-2023	-	-
LBYQ01000001.1_18	24b08e3316bb097e05760d97762410ca	160	Pfam	PF13302	Acetyltransferase (GNAT) domain	3	136	1.7E-14	T	10-07-2023	IPR000182	GNAT domain
LBYQ01000001.1_18	24b08e3316bb097e05760d97762410ca	160	Gene3D	G3DSA:3.40.630.30	-	1	160	3.0E-30	T	10-07-2023	-	-
LBYQ01000001.1_18	24b08e3316bb097e05760d97762410ca	160	PANTHER	PTHR43415	SPERMIDINE N(1)-ACETYLTRANSFERASE	2	145	4.6E-23	T	10-07-2023	-	-
LBYQ01000001.1_18	24b08e3316bb097e05760d97762410ca	160	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	3	144	1.24E-24	T	10-07-2023	IPR016181	Acyl-CoA N-acyltransferase
LBYQ01000001.1_18	24b08e3316bb097e05760d97762410ca	160	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	4	157	17.421127	T	10-07-2023	IPR000182	GNAT domain
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	PANTHER	PTHR46193	6-PHOSPHOGLUCONATE PHOSPHATASE	4	190	8.4E-25	T	10-07-2023	-	-
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	SFLD	SFLDG01135	C1.5.6: HAD, Beta-PGM, Phosphatase Like	3	207	3.2E-40	T	10-07-2023	-	-
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	TIGRFAM	TIGR01509	HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3	83	181	2.8E-8	T	10-07-2023	IPR006439	HAD hydrolase, subfamily IA
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	Gene3D	G3DSA:1.10.150.240	Putative phosphatase; domain 2	19	78	5.7E-38	T	10-07-2023	IPR023198	Phosphoglycolate phosphatase-like, domain 2
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	Pfam	PF13419	Haloacid dehalogenase-like hydrolase	8	180	1.0E-33	T	10-07-2023	IPR041492	Haloacid dehalogenase-like hydrolase
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	SUPERFAMILY	SSF56784	HAD-like	4	206	3.41E-42	T	10-07-2023	IPR036412	HAD-like superfamily
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	TIGRFAM	TIGR01549	HAD-SF-IA-v1: HAD hydrolase, family IA, variant 1	92	176	2.1E-9	T	10-07-2023	IPR006439	HAD hydrolase, subfamily IA
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	Gene3D	G3DSA:3.40.50.1000	-	8	183	5.7E-38	T	10-07-2023	IPR023214	HAD superfamily
LBYQ01000008.1_4	5797a86cc1fb4612073db4ac3bc11db4	217	SFLD	SFLDG01129	C1.5: HAD, Beta-PGM, Phosphatase Like	3	207	3.2E-40	T	10-07-2023	-	-
LBYQ01000011.1_5	72bb0f6010dcdbb28916564945754c40	71	PRINTS	PR01651	Protein-export SecG membrane protein signature	2	22	9.2E-6	T	10-07-2023	IPR004692	Preprotein translocase SecG subunit
LBYQ01000011.1_5	72bb0f6010dcdbb28916564945754c40	71	PRINTS	PR01651	Protein-export SecG membrane protein signature	52	71	9.2E-6	T	10-07-2023	IPR004692	Preprotein translocase SecG subunit
LBYQ01000011.1_5	72bb0f6010dcdbb28916564945754c40	71	PRINTS	PR01651	Protein-export SecG membrane protein signature	22	36	9.2E-6	T	10-07-2023	IPR004692	Preprotein translocase SecG subunit
LBYQ01000011.1_5	72bb0f6010dcdbb28916564945754c40	71	Pfam	PF03840	Preprotein translocase SecG subunit	5	70	6.0E-14	T	10-07-2023	IPR004692	Preprotein translocase SecG subunit
LBYQ01000011.1_5	72bb0f6010dcdbb28916564945754c40	71	TIGRFAM	TIGR00810	secG: preprotein translocase, SecG subunit	3	70	6.9E-16	T	10-07-2023	IPR004692	Preprotein translocase SecG subunit
LBYQ01000013.1_15	bf6eca31855b1d9200d663b3693def88	244	FunFam	G3DSA:2.70.150.10:FF:000020	Copper-exporting P-type ATPase A	80	196	1.9E-42	T	10-07-2023	-	-
LBYQ01000013.1_15	bf6eca31855b1d9200d663b3693def88	244	PANTHER	PTHR43520	ATP7, ISOFORM B	1	218	4.0E-74	T	10-07-2023	-	-
LBYQ01000013.1_15	bf6eca31855b1d9200d663b3693def88	244	SUPERFAMILY	SSF81653	Calcium ATPase, transduction domain A	95	192	4.05E-30	T	10-07-2023	IPR008250	P-type ATPase, A domain superfamily
LBYQ01000013.1_15	bf6eca31855b1d9200d663b3693def88	244	Pfam	PF00122	E1-E2 ATPase	93	220	8.0E-43	T	10-07-2023	-	-
LBYQ01000013.1_15	bf6eca31855b1d9200d663b3693def88	244	Gene3D	G3DSA:2.70.150.10	-	80	196	3.2E-39	T	10-07-2023	-	-
LBYQ01000013.1_15	bf6eca31855b1d9200d663b3693def88	244	TIGRFAM	TIGR01494	ATPase_P-type: HAD ATPase, P-type, family IC	65	217	4.4E-22	T	10-07-2023	IPR001757	P-type ATPase
LBYQ01000013.1_7	bfc8e6d39cb39594391c32706552ba91	160	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	59	160	1.8E-19	T	10-07-2023	IPR029058	Alpha/Beta hydrolase fold
LBYQ01000013.1_7	bfc8e6d39cb39594391c32706552ba91	160	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	1	58	4.8E-15	T	10-07-2023	IPR029058	Alpha/Beta hydrolase fold
LBYQ01000013.1_7	bfc8e6d39cb39594391c32706552ba91	160	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	2	158	5.64E-17	T	10-07-2023	IPR029058	Alpha/Beta hydrolase fold
LBYQ01000013.1_7	bfc8e6d39cb39594391c32706552ba91	160	Pfam	PF06821	Serine hydrolase	58	158	2.2E-7	T	10-07-2023	IPR010662	Putative hydrolase RBBP9/YdeN
LBYQ01000013.1_7	bfc8e6d39cb39594391c32706552ba91	160	PANTHER	PTHR15394	SERINE HYDROLASE RBBP9	62	150	1.8E-11	T	10-07-2023	-	-
LBYQ01000013.1_17	22bd6470371bef3dc2bd76436892e42e	56	Gene3D	G3DSA:1.10.620.20	Ribonucleotide Reductase, subunit A	5	56	3.2E-10	T	10-07-2023	IPR012348	Ribonucleotide reductase-like
LBYQ01000013.1_17	22bd6470371bef3dc2bd76436892e42e	56	SUPERFAMILY	SSF47240	Ferritin-like	14	54	7.57E-9	T	10-07-2023	IPR009078	Ferritin-like superfamily
LBYQ01000013.1_17	22bd6470371bef3dc2bd76436892e42e	56	Pfam	PF04945	YHS domain	12	55	9.6E-16	T	10-07-2023	IPR007029	YHS domain
LBYQ01000013.1_17	22bd6470371bef3dc2bd76436892e42e	56	SMART	SM00746	4TRASH	13	51	5.7E-7	T	10-07-2023	IPR011017	TRASH domain
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	SUPERFAMILY	SSF50998	Quinoprotein alcohol dehydrogenase-like	138	482	5.26E-5	T	10-07-2023	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	SMART	SM00612	kelc_smart	709	751	6.5	T	10-07-2023	IPR006652	Kelch repeat type 1
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	SMART	SM00612	kelc_smart	565	607	7.5	T	10-07-2023	IPR006652	Kelch repeat type 1
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	SMART	SM00612	kelc_smart	611	659	0.16	T	10-07-2023	IPR006652	Kelch repeat type 1
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	Gene3D	G3DSA:2.120.10.80	-	519	762	3.7E-19	T	10-07-2023	IPR015915	Kelch-type beta propeller
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	ProSiteProfiles	PS50927	Bulb-type lectin domain profile.	542	670	9.07756	T	10-07-2023	IPR001480	Bulb-type lectin domain
LBYQ01000001.1_7	e1ae4f0b997113c8b7072c5b9420dfca	1128	SUPERFAMILY	SSF117281	Kelch motif	539	761	8.11E-21	T	10-07-2023	IPR015915	Kelch-type beta propeller
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	ProSitePatterns	PS00330	Hemolysin-type calcium-binding region signature.	170	188	-	T	10-07-2023	IPR018511	Hemolysin-type calcium-binding conserved site
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Gene3D	G3DSA:2.150.10.10	-	249	294	1.9E-5	T	10-07-2023	IPR011049	Serralysin-like metalloprotease, C-terminal
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	SUPERFAMILY	SSF51120	beta-Roll	240	288	6.8E-7	T	10-07-2023	IPR011049	Serralysin-like metalloprotease, C-terminal
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	ProSitePatterns	PS00330	Hemolysin-type calcium-binding region signature.	188	206	-	T	10-07-2023	IPR018511	Hemolysin-type calcium-binding conserved site
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	10-07-2023	-	-
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	SUPERFAMILY	SSF51120	beta-Roll	136	251	1.77E-26	T	10-07-2023	IPR011049	Serralysin-like metalloprotease, C-terminal
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	10-07-2023	-	-
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Pfam	PF00353	RTX calcium-binding nonapeptide repeat (4 copies)	165	199	6.2E-10	T	10-07-2023	IPR001343	RTX calcium-binding nonapeptide repeat
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Pfam	PF00353	RTX calcium-binding nonapeptide repeat (4 copies)	255	288	2.7E-4	T	10-07-2023	IPR001343	RTX calcium-binding nonapeptide repeat
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Pfam	PF00353	RTX calcium-binding nonapeptide repeat (4 copies)	128	161	1.1E-7	T	10-07-2023	IPR001343	RTX calcium-binding nonapeptide repeat
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Pfam	PF00353	RTX calcium-binding nonapeptide repeat (4 copies)	218	252	2.3E-9	T	10-07-2023	IPR001343	RTX calcium-binding nonapeptide repeat
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Gene3D	G3DSA:2.150.10.10	-	185	248	7.0E-15	T	10-07-2023	IPR011049	Serralysin-like metalloprotease, C-terminal
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	Gene3D	G3DSA:2.150.10.10	-	7	184	8.5E-16	T	10-07-2023	IPR011049	Serralysin-like metalloprotease, C-terminal
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	PANTHER	PTHR38340	S-LAYER PROTEIN	124	223	5.5E-30	T	10-07-2023	-	-
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	PRINTS	PR00313	NodO calcium binding signature	201	209	4.5E-9	T	10-07-2023	-	-
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	PRINTS	PR00313	NodO calcium binding signature	246	255	4.5E-9	T	10-07-2023	-	-
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	PRINTS	PR00313	NodO calcium binding signature	237	245	4.5E-9	T	10-07-2023	-	-
LBYQ01000016.1_2	bd596cb356e033b6e676d8eec16e0726	299	PRINTS	PR00313	NodO calcium binding signature	189	200	4.5E-9	T	10-07-2023	-	-
LBYQ01000003.1_13	a13474d758a1c78b067603ec8e375201	124	Gene3D	G3DSA:3.30.1490.10	-	67	124	1.0E-21	T	10-07-2023	-	-
LBYQ01000003.1_13	a13474d758a1c78b067603ec8e375201	124	FunFam	G3DSA:3.30.1490.10:FF:000001	30S ribosomal protein S8	67	124	2.2E-21	T	10-07-2023	-	-
LBYQ01000003.1_13	a13474d758a1c78b067603ec8e375201	124	Hamap	MF_01302_B	30S ribosomal protein S8 [rpsH].	1	124	22.522758	T	10-07-2023	IPR000630	Ribosomal protein S8
LBYQ01000003.1_13	a13474d758a1c78b067603ec8e375201	124	ProSitePatterns	PS00053	Ribosomal protein S8 signature.	94	111	-	T	10-07-2023	IPR000630	Ribosomal protein S8
LBYQ01000003.1_13	a13474d758a1c78b067603ec8e375201	124	PANTHER	PTHR11758	40S RIBOSOMAL PROTEIN S15A	1	122	1.0E-13	T	10-07-2023	IPR000630	Ribosomal protein S8
