MNUJ01000002.1_1_4	13a5bff17f0207c212d1175beb1ad3a0	57	Pfam	PF18917	Domain of unknown function (DUF5668)	1	43	3.7E-13	T	10-07-2023	IPR043726	Domain of unknown function DUF5668
MNUJ01000022.1_1	6b3410a8322c76a6dc18e14f0ffd9547	248	CDD	cd00495	Ribosomal_L25_TL5_CTC	6	92	3.17586E-20	T	10-07-2023	IPR029751	Ribosomal protein L25
MNUJ01000041.1_20	1cf090da05ed990ba821db1d3a69f7e5	80	PANTHER	PTHR34873	SSR1766 PROTEIN	2	75	4.6E-9	T	10-07-2023	-	-
MNUJ01000041.1_20	1cf090da05ed990ba821db1d3a69f7e5	80	Pfam	PF07927	HicA toxin of bacterial toxin-antitoxin,	9	65	2.2E-12	T	10-07-2023	IPR012933	HicA mRNA interferase family
MNUJ01000041.1_20	1cf090da05ed990ba821db1d3a69f7e5	80	Gene3D	G3DSA:3.30.920.30	Hypothetical protein.	5	73	1.7E-16	T	10-07-2023	IPR038570	HicA superfamily
MNUJ01000041.1_20	1cf090da05ed990ba821db1d3a69f7e5	80	SUPERFAMILY	SSF54786	YcfA/nrd intein domain	6	73	1.61E-14	T	10-07-2023	-	-
MNUJ01000045.1_3	3ddfa2ac1c89ef418358aaac877e0d38	241	MobiDBLite	mobidb-lite	consensus disorder prediction	211	241	-	T	10-07-2023	-	-
MNUJ01000045.1_3	3ddfa2ac1c89ef418358aaac877e0d38	241	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	2	89	1.92E-5	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000045.1_3	3ddfa2ac1c89ef418358aaac877e0d38	241	Pfam	PF05707	Zonular occludens toxin (Zot)	1	155	4.5E-9	T	10-07-2023	IPR008900	Zona occludens toxin, N-terminal
MNUJ01000045.1_3	3ddfa2ac1c89ef418358aaac877e0d38	241	Gene3D	G3DSA:3.40.50.300	-	1	190	5.5E-24	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Gene3D	G3DSA:3.30.70.100	-	1	69	3.2E-19	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	ProSiteProfiles	PS50846	Heavy-metal-associated domain profile.	3	69	19.942871	T	10-07-2023	IPR006121	Heavy metal-associated domain, HMA
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	ProSitePatterns	PS01229	Hypothetical cof family signature 2.	620	642	-	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Gene3D	G3DSA:2.70.150.10	-	205	321	7.2E-38	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	SUPERFAMILY	SSF55008	HMA, heavy metal-associated domain	1	68	1.15E-18	T	10-07-2023	IPR036163	Heavy metal-associated domain superfamily
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	CDD	cd00371	HMA	6	66	1.73909E-14	T	10-07-2023	IPR006121	Heavy metal-associated domain, HMA
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	TIGRFAM	TIGR01525	ATPase-IB_hvy: heavy metal translocating P-type ATPase	157	721	2.1E-190	T	10-07-2023	IPR027256	P-type ATPase, subfamily IB
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	SFLD	SFLDS00003	Haloacid Dehalogenase	399	670	0.0	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	TIGRFAM	TIGR01511	ATPase-IB1_Cu: copper-translocating P-type ATPase	139	722	1.7E-173	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	SFLD	SFLDF00027	p-type atpase	399	670	0.0	T	10-07-2023	IPR044492	P-type ATPase, haloacid dehalogenase domain
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Pfam	PF00122	E1-E2 ATPase	221	397	1.8E-61	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Gene3D	G3DSA:3.40.1110.10	-	428	553	1.8E-80	T	10-07-2023	IPR023299	P-type ATPase, cytoplasmic domain N
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	ProSitePatterns	PS00154	E1-E2 ATPases phosphorylation site.	419	425	-	T	10-07-2023	IPR018303	P-type ATPase, phosphorylation site
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	SUPERFAMILY	SSF81653	Calcium ATPase, transduction domain A	222	317	1.44E-28	T	10-07-2023	IPR008250	P-type ATPase, A domain superfamily
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	545	556	3.9E-29	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	267	281	3.9E-29	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	417	431	3.9E-29	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	620	639	3.9E-29	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	567	577	3.9E-29	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	643	655	3.9E-29	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Pfam	PF00403	Heavy-metal-associated domain	6	65	3.2E-13	T	10-07-2023	IPR006121	Heavy metal-associated domain, HMA
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	400	415	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	187	206	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	340	354	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	597	614	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	654	668	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	207	225	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PRINTS	PR00943	Copper-transporting ATPase signature	47	67	1.5E-13	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Pfam	PF00702	haloacid dehalogenase-like hydrolase	413	634	1.1E-39	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	FunFam	G3DSA:3.30.70.100:FF:000001	ATPase copper transporting beta	1	69	3.5E-17	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	Gene3D	G3DSA:3.40.50.1000	-	408	669	1.8E-80	T	10-07-2023	IPR023214	HAD superfamily
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	PANTHER	PTHR43520	ATP7, ISOFORM B	3	723	3.3E-237	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	CDD	cd02094	P-type_ATPase_Cu-like	93	721	0.0	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	FunFam	G3DSA:2.70.150.10:FF:000002	Copper-transporting ATPase 1, putative	205	321	1.2E-39	T	10-07-2023	-	-
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	SUPERFAMILY	SSF81665	Calcium ATPase, transmembrane domain M	182	695	1.7E-17	T	10-07-2023	IPR023298	P-type ATPase, transmembrane domain superfamily
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	TIGRFAM	TIGR01494	ATPase_P-type: HAD ATPase, P-type, family IC	190	707	5.1E-95	T	10-07-2023	IPR001757	P-type ATPase
MNUJ01000004.1_1_2	94287654b85824af3bd5685ce519bbd2	725	SUPERFAMILY	SSF56784	HAD-like	415	720	1.07E-57	T	10-07-2023	IPR036412	HAD-like superfamily
MNUJ01000023.1_10	08ccc96986ee8bf4ed59d417677e38da	117	SUPERFAMILY	SSF48295	TrpR-like	66	115	1.28E-9	T	10-07-2023	IPR010921	Trp repressor/replication initiator
MNUJ01000023.1_10	08ccc96986ee8bf4ed59d417677e38da	117	Pfam	PF00308	Bacterial dnaA  protein	18	77	6.8E-14	T	10-07-2023	IPR013317	Chromosomal replication initiator protein DnaA
MNUJ01000023.1_10	08ccc96986ee8bf4ed59d417677e38da	117	Gene3D	G3DSA:1.10.8.60	-	29	86	5.5E-17	T	10-07-2023	-	-
MNUJ01000023.1_10	08ccc96986ee8bf4ed59d417677e38da	117	PANTHER	PTHR30050	CHROMOSOMAL REPLICATION INITIATOR PROTEIN DNAA	18	77	1.2E-11	T	10-07-2023	-	-
MNUJ01000053.1_8	3d22456bbc79883591de2960a3713c33	65	Hamap	MF_00422	Protein translocase subunit SecE [secE].	4	59	12.544849	T	10-07-2023	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit
MNUJ01000053.1_8	3d22456bbc79883591de2960a3713c33	65	PANTHER	PTHR33910	PROTEIN TRANSLOCASE SUBUNIT SECE	4	62	2.1E-12	T	10-07-2023	IPR005807	SecE subunit of protein translocation complex, bacterial-like
MNUJ01000053.1_8	3d22456bbc79883591de2960a3713c33	65	Pfam	PF00584	SecE/Sec61-gamma subunits of protein translocation complex	7	60	4.1E-19	T	10-07-2023	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit
MNUJ01000053.1_8	3d22456bbc79883591de2960a3713c33	65	TIGRFAM	TIGR00964	secE_bact: preprotein translocase, SecE subunit	7	61	2.7E-18	T	10-07-2023	IPR005807	SecE subunit of protein translocation complex, bacterial-like
MNUJ01000053.1_8	3d22456bbc79883591de2960a3713c33	65	Gene3D	G3DSA:1.20.5.1030	Preprotein translocase secy subunit	3	60	1.2E-18	T	10-07-2023	IPR038379	SecE superfamily
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	Hamap	MF_01463_B	Protein translocase subunit SecD [secD].	1	431	36.626244	T	10-07-2023	IPR005791	Protein translocase subunit SecD
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	Gene3D	G3DSA:3.30.1360.200	-	115	248	4.7E-55	T	10-07-2023	-	-
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	PANTHER	PTHR30081	PROTEIN-EXPORT MEMBRANE PROTEIN SEC	2	421	3.0E-75	T	10-07-2023	IPR022813	Protein-export membrane protein SecD/SecF, archaeal and bacterial
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	Pfam	PF02355	Protein export membrane protein	251	421	1.7E-16	T	10-07-2023	IPR022813	Protein-export membrane protein SecD/SecF, archaeal and bacterial
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	PRINTS	PR00702	Acriflavin resistance protein family signature	263	286	4.1E-8	T	10-07-2023	IPR001036	Acriflavin resistance protein
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	PRINTS	PR00702	Acriflavin resistance protein family signature	319	343	4.1E-8	T	10-07-2023	IPR001036	Acriflavin resistance protein
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	PRINTS	PR00702	Acriflavin resistance protein family signature	394	417	4.1E-8	T	10-07-2023	IPR001036	Acriflavin resistance protein
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	SUPERFAMILY	SSF82866	Multidrug efflux transporter AcrB transmembrane domain	227	420	1.15E-40	T	10-07-2023	-	-
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	TIGRFAM	TIGR00916	2A0604s01: protein-export membrane protein, SecD/SecF family	180	410	1.7E-70	T	10-07-2023	IPR022645	Protein-export membrane protein SecD/SecF, bacterial
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	Gene3D	G3DSA:3.30.70.3400	-	57	250	4.7E-55	T	10-07-2023	-	-
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	TIGRFAM	TIGR01129	secD: protein-export membrane protein SecD	38	416	9.5E-119	T	10-07-2023	IPR005791	Protein translocase subunit SecD
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	Gene3D	G3DSA:1.20.1640.10	Multidrug efflux transporter AcrB transmembrane domain	251	426	5.3E-23	T	10-07-2023	-	-
MNUJ01000051.1_8	9028c0e8bf435507925b22acffa14a89	431	FunFam	G3DSA:1.20.1640.10:FF:000004	Protein translocase subunit SecD	245	426	2.8E-65	T	10-07-2023	-	-
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	Pfam	PF00041	Fibronectin type III domain	34	109	2.0E-7	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	26	126	6.3E-17	T	10-07-2023	IPR013783	Immunoglobulin-like fold
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	31	119	12.00032	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	SUPERFAMILY	SSF49265	Fibronectin type III	27	125	3.65E-17	T	10-07-2023	IPR036116	Fibronectin type III superfamily
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	PANTHER	PTHR34720	MICROCYSTIN DEPENDENT PROTEIN	31	148	9.3E-10	T	10-07-2023	-	-
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	CDD	cd00063	FN3	32	116	1.43504E-11	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000031.1_5	5869fb5cab57a88e203d5c531d16caf7	217	SMART	SM00060	FN3_2	32	105	2.9E-10	T	10-07-2023	IPR003961	Fibronectin type III
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	PANTHER	PTHR10772	10 KDA HEAT SHOCK PROTEIN	2	90	1.0E-22	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	SUPERFAMILY	SSF50129	GroES-like	1	90	6.59E-29	T	10-07-2023	IPR011032	GroES-like superfamily
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	Gene3D	G3DSA:2.30.33.40	GroES chaperonin	1	91	2.1E-32	T	10-07-2023	IPR037124	GroES chaperonin superfamily
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	Hamap	MF_00580	Co-chaperonin GroES [groES].	1	91	21.015249	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	Pfam	PF00166	Chaperonin 10 Kd subunit	2	90	5.1E-30	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	PRINTS	PR00297	10kDa chaperonin signature	57	69	4.8E-28	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	PRINTS	PR00297	10kDa chaperonin signature	78	91	4.8E-28	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	PRINTS	PR00297	10kDa chaperonin signature	2	17	4.8E-28	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	PRINTS	PR00297	10kDa chaperonin signature	24	45	4.8E-28	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	FunFam	G3DSA:2.30.33.40:FF:000001	10 kDa chaperonin	1	91	3.3E-29	T	10-07-2023	-	-
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	SMART	SM00883	Cpn10_2	1	91	1.1E-39	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000047.1_16	f50a3ef3a0734448049f907eaa77588a	91	CDD	cd00320	cpn10	1	91	7.43414E-32	T	10-07-2023	IPR020818	GroES chaperonin family
MNUJ01000009.1_3	2e62340ca6109862d2a9bacf472ee5cf	199	Pfam	PF20221	Family of unknown function (DUF6580)	9	165	2.2E-50	T	10-07-2023	IPR046487	Protein of unknown function DUF6580
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	CDD	cd18139	HLD_clamp_RarA	7	90	1.35294E-18	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	Gene3D	G3DSA:1.20.272.10	-	89	193	4.7E-37	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	MobiDBLite	mobidb-lite	consensus disorder prediction	238	261	-	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	FunFam	G3DSA:1.20.272.10:FF:000001	Putative AAA family ATPase	90	193	6.3E-42	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	FunFam	G3DSA:1.10.8.60:FF:000029	Replication-associated recombination protein A	7	88	2.0E-16	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	Pfam	PF16193	AAA C-terminal domain	29	115	5.2E-26	T	10-07-2023	IPR032423	AAA C-terminal domain
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	Pfam	PF12002	MgsA AAA+ ATPase C terminal	117	257	1.1E-47	T	10-07-2023	IPR021886	MgsA AAA+ ATPase C-terminal
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	Gene3D	G3DSA:1.10.8.60	-	7	88	7.8E-17	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	Gene3D	G3DSA:1.10.3710.10	-	194	261	5.0E-13	T	10-07-2023	-	-
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	SUPERFAMILY	SSF48019	post-AAA+ oligomerization domain-like	101	258	1.45E-54	T	10-07-2023	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	2	93	1.17E-6	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000044.1_1	4a7967b248849c9584897d6ed30becad	261	PANTHER	PTHR13779	WERNER HELICASE-INTERACTING PROTEIN 1 FAMILY MEMBER	1	259	1.2E-86	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Gene3D	G3DSA:3.40.50.300	-	1	291	8.7E-120	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Pfam	PF03144	Elongation factor Tu domain 2	323	390	2.2E-14	T	10-07-2023	IPR004161	Translation elongation factor EFTu-like, domain 2
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Gene3D	G3DSA:3.30.230.10	-	483	687	1.2E-101	T	10-07-2023	IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	478	598	5.56E-45	T	10-07-2023	IPR020568	Ribosomal protein S5 domain 2-type fold
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	10	180	9.1E-34	T	10-07-2023	IPR005225	Small GTP-binding protein domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	ProSiteProfiles	PS51722	Translational (tr)-type guanine nucleotide-binding (G) domain profile.	8	283	75.175247	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	CDD	cd04088	EFG_mtEFG_II	309	391	3.9347E-45	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	602	689	6.96E-30	T	10-07-2023	IPR035647	EF-G domain III/V-like
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	6	281	7.9E-105	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	PRINTS	PR00315	GTP-binding elongation factor signature	78	88	2.2E-16	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	PRINTS	PR00315	GTP-binding elongation factor signature	130	139	2.2E-16	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	PRINTS	PR00315	GTP-binding elongation factor signature	12	25	2.2E-16	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	PRINTS	PR00315	GTP-binding elongation factor signature	58	66	2.2E-16	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	PRINTS	PR00315	GTP-binding elongation factor signature	94	105	2.2E-16	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Gene3D	G3DSA:3.30.70.870	Elongation Factor G (Translational Gtpase), domain 3	406	482	1.3E-34	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	FunFam	G3DSA:3.30.230.10:FF:000003	Elongation factor G	484	616	4.3E-50	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Pfam	PF03764	Elongation factor G, domain IV	478	597	7.9E-47	T	10-07-2023	IPR005517	Translation elongation factor EFG/EF2, domain IV
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Gene3D	G3DSA:2.40.30.10	Translation factors	292	405	1.9E-42	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SUPERFAMILY	SSF50447	Translation proteins	264	403	1.69E-36	T	10-07-2023	IPR009000	Translation protein, beta-barrel domain superfamily
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Hamap	MF_00054_B	Elongation factor G [fusA].	6	690	110.469971	T	10-07-2023	IPR004540	Translation elongation factor EFG/EF2
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	FunFam	G3DSA:2.40.30.10:FF:000006	Elongation factor G	291	406	6.8E-50	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SMART	SM00838	EFG_C_a	599	686	2.6E-56	T	10-07-2023	IPR000640	Elongation factor EFG, domain V-like
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Pfam	PF00009	Elongation factor Tu GTP binding domain	9	281	5.0E-67	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	CDD	cd03713	EFG_mtEFG_C	602	679	1.1096E-44	T	10-07-2023	IPR035649	EFG, domain V
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	CDD	cd16262	EFG_III	404	479	3.67136E-45	T	10-07-2023	IPR009022	Elongation factor G, domain III
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	CDD	cd01434	EFG_mtEFG1_IV	482	597	1.25002E-68	T	10-07-2023	IPR005517	Translation elongation factor EFG/EF2, domain IV
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	PANTHER	PTHR43261	TRANSLATION ELONGATION FACTOR G-RELATED	3	690	7.6E-288	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Pfam	PF00679	Elongation factor G C-terminus	599	685	1.6E-31	T	10-07-2023	IPR000640	Elongation factor EFG, domain V-like
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	TIGRFAM	TIGR00484	EF-G: translation elongation factor G	1	691	0.0	T	10-07-2023	IPR004540	Translation elongation factor EFG/EF2
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SMART	SM00889	EFG_IV_2	479	597	4.5E-70	T	10-07-2023	IPR005517	Translation elongation factor EFG/EF2, domain IV
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	ProSitePatterns	PS00301	Translational (tr)-type guanine nucleotide-binding (G) domain signature.	51	66	-	T	10-07-2023	IPR031157	Tr-type G domain, conserved site
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	FunFam	G3DSA:3.30.70.240:FF:000001	Elongation factor G	603	673	3.0E-34	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	FunFam	G3DSA:3.40.50.300:FF:000029	Elongation factor G	1	292	3.5E-144	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	CDD	cd01886	EF-G	12	282	1.65613E-178	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Gene3D	G3DSA:3.30.70.240	-	603	673	1.2E-101	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	403	480	1.47E-24	T	10-07-2023	IPR035647	EF-G domain III/V-like
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	FunFam	G3DSA:3.30.70.870:FF:000001	Elongation factor G	407	483	1.1E-39	T	10-07-2023	-	-
MNUJ01000061.1_18	a60d48d2fc6b8292c42deeb99b291cc6	691	Pfam	PF14492	Elongation Factor G, domain III	403	476	7.4E-35	T	10-07-2023	IPR041095	Elongation Factor G, domain II
MNUJ01000021.1_5	fbc5c7e48dbf87141339fa0f93c149cf	125	Coils	Coil	Coil	72	92	-	T	10-07-2023	-	-
