SMWK01000052.1_orf83678	54c47ba4fc7e3e4a42066c5407932503	734	Pfam	PF11739	Dicarboxylate transport	531	724	1.5E-41	T	24-06-2023	IPR021730	Dicarboxylate transport
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	SUPERFAMILY	SSF55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain	161	324	1.83E-34	T	24-06-2023	-	-
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	TIGRFAM	TIGR04380	myo_inos_iolG: inositol 2-dehydrogenase	39	364	8.7E-138	T	24-06-2023	IPR030827	Inositol 2-dehydrogenase
SMWK01000053.1_orf84146	30672679fef0941a1581f46aae8b13a3	385	PANTHER	PTHR42840	NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN-RELATED	38	365	7.5E-76	T	24-06-2023	-	-
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	Hamap	MF_00316	Molybdenum cofactor guanylyltransferase [mobA].	51	245	23.870449	T	24-06-2023	IPR013482	Molybdenum cofactor guanylyltransferase
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	52	242	1.71E-26	T	24-06-2023	IPR029044	Nucleotide-diphospho-sugar transferases
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	Pfam	PF12804	MobA-like NTP transferase domain	55	207	1.3E-26	T	24-06-2023	IPR025877	MobA-like NTP transferase
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	51	251	1.3E-41	T	24-06-2023	IPR029044	Nucleotide-diphospho-sugar transferases
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	TIGRFAM	TIGR02665	molyb_mobA: molybdenum cofactor guanylyltransferase	54	242	4.7E-48	T	24-06-2023	IPR013482	Molybdenum cofactor guanylyltransferase
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	CDD	cd02503	MobA	53	242	1.0244E-53	T	24-06-2023	IPR013482	Molybdenum cofactor guanylyltransferase
SMWK01000143.1_orf21994	acfed9e08c038faa4f7c811ca267f23e	256	PANTHER	PTHR19136	MOLYBDENUM COFACTOR GUANYLYLTRANSFERASE	53	252	1.1E-26	T	24-06-2023	-	-
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	Gene3D	G3DSA:3.40.50.1700	-	363	652	2.4E-81	T	24-06-2023	IPR036881	Glycoside hydrolase family 3 C-terminal domain superfamily
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	PRINTS	PR00133	Glycosyl hydrolase family 3 signature	209	225	4.1E-34	T	24-06-2023	IPR001764	Glycoside hydrolase, family 3, N-terminal
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	PRINTS	PR00133	Glycosyl hydrolase family 3 signature	132	151	4.1E-34	T	24-06-2023	IPR001764	Glycoside hydrolase, family 3, N-terminal
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	PRINTS	PR00133	Glycosyl hydrolase family 3 signature	178	194	4.1E-34	T	24-06-2023	IPR001764	Glycoside hydrolase, family 3, N-terminal
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	PRINTS	PR00133	Glycosyl hydrolase family 3 signature	98	114	4.1E-34	T	24-06-2023	IPR001764	Glycoside hydrolase, family 3, N-terminal
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	PRINTS	PR00133	Glycosyl hydrolase family 3 signature	279	297	4.1E-34	T	24-06-2023	IPR001764	Glycoside hydrolase, family 3, N-terminal
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	SUPERFAMILY	SSF51445	(Trans)glycosidases	43	377	5.16E-85	T	24-06-2023	IPR017853	Glycoside hydrolase superfamily
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	Pfam	PF14310	Fibronectin type III-like domain	687	758	2.8E-19	T	24-06-2023	IPR026891	Fibronectin type III-like domain
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	PANTHER	PTHR42715	BETA-GLUCOSIDASE	41	768	4.6E-189	T	24-06-2023	-	-
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	Pfam	PF00933	Glycosyl hydrolase family 3 N terminal domain	129	344	9.4E-38	T	24-06-2023	IPR001764	Glycoside hydrolase, family 3, N-terminal
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	SMART	SM01217	Fn3_like_2	687	758	4.2E-22	T	24-06-2023	IPR026891	Fibronectin type III-like domain
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	ProSitePatterns	PS00775	Glycosyl hydrolases family 3 active site.	279	296	-	T	24-06-2023	IPR019800	Glycoside hydrolase, family 3, active site
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	653	775	5.6E-34	T	24-06-2023	IPR013783	Immunoglobulin-like fold
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	Pfam	PF01915	Glycosyl hydrolase family 3 C-terminal domain	379	652	5.6E-44	T	24-06-2023	IPR002772	Glycoside hydrolase family 3 C-terminal domain
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	SUPERFAMILY	SSF52279	Beta-D-glucan exohydrolase, C-terminal domain	379	655	3.92E-42	T	24-06-2023	IPR036881	Glycoside hydrolase family 3 C-terminal domain superfamily
SMWK01000202.1_orf40644	382a4e2f714ba1ac94680e94e9e677d5	777	Gene3D	G3DSA:3.20.20.300	-	42	354	6.9E-98	T	24-06-2023	IPR036962	Glycoside hydrolase, family 3, N-terminal domain superfamily
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	Gene3D	G3DSA:1.10.1200.10	-	574	657	3.2E-10	T	24-06-2023	IPR036736	ACP-like superfamily
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	Gene3D	G3DSA:3.30.300.30	-	451	573	4.8E-20	T	24-06-2023	IPR045851	AMP-binding enzyme, C-terminal domain superfamily
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	ProSitePatterns	PS00455	Putative AMP-binding domain signature.	171	182	-	T	24-06-2023	IPR020845	AMP-binding, conserved site
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	Pfam	PF00501	AMP-binding enzyme	32	456	1.8E-63	T	24-06-2023	IPR000873	AMP-dependent synthetase/ligase domain
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	PANTHER	PTHR22754	DISCO-INTERACTING PROTEIN 2  DIP2 -RELATED	26	575	7.2E-94	T	24-06-2023	-	-
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	25	557	1.16E-85	T	24-06-2023	-	-
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	580	655	12.918175	T	24-06-2023	IPR009081	Phosphopantetheine binding ACP domain
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	SUPERFAMILY	SSF47336	ACP-like	582	655	3.27E-9	T	24-06-2023	IPR036736	ACP-like superfamily
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	Pfam	PF00550	Phosphopantetheine attachment site	591	651	1.6E-6	T	24-06-2023	IPR009081	Phosphopantetheine binding ACP domain
SMWK01000243.1_orf51497	6449592a5b25f2e7233d7ed9510a5269	658	Gene3D	G3DSA:3.40.50.12780	-	7	449	4.1E-106	T	24-06-2023	IPR042099	ANL, N-terminal domain
SMWK01000058.1_orf85524	f7923d699e886e99f5c9d0bac0caaf6a	383	MobiDBLite	mobidb-lite	consensus disorder prediction	112	134	-	T	24-06-2023	-	-
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	Pfam	PF05036	SPOR domain	435	508	1.1E-5	T	24-06-2023	IPR007730	Sporulation-like domain
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	MobiDBLite	mobidb-lite	consensus disorder prediction	363	378	-	T	24-06-2023	-	-
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	Pfam	PF13401	AAA domain	51	168	2.0E-13	T	24-06-2023	IPR003593	AAA+ ATPase domain
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	47	236	2.56E-16	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	MobiDBLite	mobidb-lite	consensus disorder prediction	303	421	-	T	24-06-2023	-	-
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	MobiDBLite	mobidb-lite	consensus disorder prediction	303	325	-	T	24-06-2023	-	-
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	Gene3D	G3DSA:3.30.70.1070	Sporulation related repeat	418	518	1.7E-24	T	24-06-2023	IPR036680	Sporulation-like domain superfamily
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	MobiDBLite	mobidb-lite	consensus disorder prediction	326	342	-	T	24-06-2023	-	-
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	Gene3D	G3DSA:3.40.50.300	-	35	181	6.6E-11	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	PANTHER	PTHR35894	GENERAL SECRETION PATHWAY PROTEIN A-RELATED	4	298	3.7E-25	T	24-06-2023	-	-
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	PRINTS	PR00300	ATP-dependent Clp protease ATP-binding subunit signature	54	72	7.7E-5	T	24-06-2023	IPR001270	ClpA/B family
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	PRINTS	PR00300	ATP-dependent Clp protease ATP-binding subunit signature	137	155	7.7E-5	T	24-06-2023	IPR001270	ClpA/B family
SMWK01000224.1_orf46662	f1cef692bd8e9679f6ff65dccd31ecc3	523	ProSiteProfiles	PS51724	SPOR domain profile.	431	509	14.518072	T	24-06-2023	IPR007730	Sporulation-like domain
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	210	342	5.5E-13	T	24-06-2023	IPR003959	ATPase, AAA-type, core
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	ProSitePatterns	PS00870	Chaperonins clpA/B signature 1.	301	313	-	T	24-06-2023	IPR018368	ClpA/B, conserved site 1
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	Pfam	PF02861	Clp amino terminal domain, pathogenicity island component	25	76	7.1E-5	T	24-06-2023	IPR004176	Clp,  repeat (R) domain
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	Pfam	PF02861	Clp amino terminal domain, pathogenicity island component	102	152	1.2E-9	T	24-06-2023	IPR004176	Clp,  repeat (R) domain
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	166	363	3.43E-59	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	Gene3D	G3DSA:1.10.1780.10	-	9	154	1.6E-29	T	24-06-2023	IPR036628	Clp, N-terminal domain superfamily
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	SUPERFAMILY	SSF81923	Double Clp-N motif	12	163	1.7E-33	T	24-06-2023	IPR036628	Clp, N-terminal domain superfamily
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	Gene3D	G3DSA:3.40.50.300	-	155	349	3.9E-84	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	ProSiteProfiles	PS51903	Clp repeat (R) domain profile.	11	153	39.234077	T	24-06-2023	IPR004176	Clp,  repeat (R) domain
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	PANTHER	PTHR11638	ATP-DEPENDENT CLP PROTEASE	15	364	6.3E-114	T	24-06-2023	-	-
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	SMART	SM00382	AAA_5	205	350	1.1E-10	T	24-06-2023	IPR003593	AAA+ ATPase domain
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	FunFam	G3DSA:3.40.50.300:FF:000010	Chaperone clpB 1, putative	156	349	2.1E-104	T	24-06-2023	-	-
SMWK01000023.1_orf67472	ae9dca986914aafe5fb2b715d7a63f0c	364	CDD	cd00009	AAA	188	348	1.82786E-20	T	24-06-2023	-	-
SMWK01000021.1_orf65114	f657eed8fb5e51171b543e900ded687c	400	Pfam	PF02515	CoA-transferase family III	31	358	8.8E-92	T	24-06-2023	IPR003673	CoA-transferase family III
SMWK01000021.1_orf65114	f657eed8fb5e51171b543e900ded687c	400	PANTHER	PTHR48207	SUCCINATE--HYDROXYMETHYLGLUTARATE COA-TRANSFERASE	27	398	6.2E-98	T	24-06-2023	-	-
SMWK01000021.1_orf65114	f657eed8fb5e51171b543e900ded687c	400	SUPERFAMILY	SSF89796	CoA-transferase family III (CaiB/BaiF)	27	399	1.09E-98	T	24-06-2023	IPR023606	CoA-transferase family III domain 1 superfamily
SMWK01000021.1_orf65114	f657eed8fb5e51171b543e900ded687c	400	Gene3D	G3DSA:3.40.50.10540	-	30	359	2.7E-102	T	24-06-2023	IPR023606	CoA-transferase family III domain 1 superfamily
SMWK01000021.1_orf65114	f657eed8fb5e51171b543e900ded687c	400	Gene3D	G3DSA:3.30.1540.10	-	251	344	2.7E-102	T	24-06-2023	IPR044855	CoA-transferase family III domain 3 superfamily
SMWK01000209.1_orf43098	f352d1f25c0170729dbaadd5444fe7cc	389	ProSitePatterns	PS00470	Isocitrate and isopropylmalate dehydrogenases signature.	279	298	-	T	24-06-2023	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site
SMWK01000209.1_orf43098	f352d1f25c0170729dbaadd5444fe7cc	389	PANTHER	PTHR11835	DECARBOXYLATING DEHYDROGENASES-ISOCITRATE, ISOPROPYLMALATE, TARTRATE	35	387	6.7E-88	T	24-06-2023	-	-
SMWK01000209.1_orf43098	f352d1f25c0170729dbaadd5444fe7cc	389	Pfam	PF00180	Isocitrate/isopropylmalate dehydrogenase	40	378	1.5E-85	T	24-06-2023	IPR024084	Isopropylmalate dehydrogenase-like domain
SMWK01000209.1_orf43098	f352d1f25c0170729dbaadd5444fe7cc	389	SUPERFAMILY	SSF53659	Isocitrate/Isopropylmalate dehydrogenase-like	34	387	8.28E-101	T	24-06-2023	-	-
SMWK01000209.1_orf43098	f352d1f25c0170729dbaadd5444fe7cc	389	Gene3D	G3DSA:3.40.718.10	Isopropylmalate Dehydrogenase	23	389	1.6E-109	T	24-06-2023	-	-
SMWK01000209.1_orf43098	f352d1f25c0170729dbaadd5444fe7cc	389	SMART	SM01329	Iso_dh_2	40	383	1.3E-121	T	24-06-2023	IPR024084	Isopropylmalate dehydrogenase-like domain
SMWK01000243.1_orf51342	c5fe8bb8efa680f25fae3f72a1b1688d	306	Pfam	PF03279	Bacterial lipid A biosynthesis acyltransferase	23	299	1.1E-40	T	24-06-2023	IPR004960	Bacterial lipid A biosynthesis acyltransferase
SMWK01000243.1_orf51342	c5fe8bb8efa680f25fae3f72a1b1688d	306	PANTHER	PTHR30606	LIPID A BIOSYNTHESIS LAUROYL ACYLTRANSFERASE	12	302	2.3E-39	T	24-06-2023	IPR004960	Bacterial lipid A biosynthesis acyltransferase
SMWK01000243.1_orf51342	c5fe8bb8efa680f25fae3f72a1b1688d	306	CDD	cd07984	LPLAT_LABLAT-like	106	299	4.23414E-56	T	24-06-2023	IPR004960	Bacterial lipid A biosynthesis acyltransferase
SMWK01000056.1_orf84796	43e0b02e173f1585af93038dacd94f10	347	Pfam	PF11376	Protein of unknown function (DUF3179)	88	339	3.0E-84	T	24-06-2023	IPR021516	Protein of unknown function DUF3179
SMWK01000056.1_orf84796	43e0b02e173f1585af93038dacd94f10	347	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	24-06-2023	-	-
SMWK01000148.1_orf23517	141be69725127bc26392211a644ae08a	250	MobiDBLite	mobidb-lite	consensus disorder prediction	85	121	-	T	24-06-2023	-	-
SMWK01000148.1_orf23517	141be69725127bc26392211a644ae08a	250	MobiDBLite	mobidb-lite	consensus disorder prediction	98	114	-	T	24-06-2023	-	-
SMWK01000009.1_orf1066	f4fb7e434f9de469939f27a1ba0d76b0	292	Pfam	PF04085	rod shape-determining protein MreC	144	284	1.2E-34	T	24-06-2023	IPR007221	Rod shape-determining protein MreC
SMWK01000009.1_orf1066	f4fb7e434f9de469939f27a1ba0d76b0	292	Gene3D	G3DSA:2.40.10.350	-	195	272	1.7E-34	T	24-06-2023	IPR042175	Cell/Rod shape-determining protein MreC, domain 2
SMWK01000009.1_orf1066	f4fb7e434f9de469939f27a1ba0d76b0	292	TIGRFAM	TIGR00219	mreC: rod shape-determining protein MreC	35	288	2.2E-56	T	24-06-2023	IPR007221	Rod shape-determining protein MreC
SMWK01000009.1_orf1066	f4fb7e434f9de469939f27a1ba0d76b0	292	Gene3D	G3DSA:2.40.10.340	-	136	283	1.7E-34	T	24-06-2023	IPR042177	Cell/Rod shape-determining protein MreC, domain 1
SMWK01000009.1_orf1066	f4fb7e434f9de469939f27a1ba0d76b0	292	Coils	Coil	Coil	102	122	-	T	24-06-2023	-	-
SMWK01000009.1_orf1066	f4fb7e434f9de469939f27a1ba0d76b0	292	PANTHER	PTHR34138	CELL SHAPE-DETERMINING PROTEIN MREC	28	289	2.4E-72	T	24-06-2023	IPR007221	Rod shape-determining protein MreC
SMWK01000200.1_orf40127	dc7f8e39dae1f4bc747a225b30cd2bfb	372	MobiDBLite	mobidb-lite	consensus disorder prediction	90	110	-	T	24-06-2023	-	-
SMWK01000200.1_orf40127	dc7f8e39dae1f4bc747a225b30cd2bfb	372	MobiDBLite	mobidb-lite	consensus disorder prediction	90	105	-	T	24-06-2023	-	-
SMWK01000122.1_orf17583	75cc83eb1559e0fd4f47c5a8f7a64b41	488	Pfam	PF04909	Amidohydrolase	135	315	2.8E-12	T	24-06-2023	IPR006680	Amidohydrolase-related
SMWK01000122.1_orf17583	75cc83eb1559e0fd4f47c5a8f7a64b41	488	PANTHER	PTHR21240	2-AMINO-3-CARBOXYLMUCONATE-6-SEMIALDEHYDE DECARBOXYLASE	103	299	8.6E-12	T	24-06-2023	IPR032465	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
SMWK01000122.1_orf17583	75cc83eb1559e0fd4f47c5a8f7a64b41	488	SUPERFAMILY	SSF51556	Metallo-dependent hydrolases	24	398	2.61E-34	T	24-06-2023	IPR032466	Metal-dependent hydrolase
SMWK01000122.1_orf17583	75cc83eb1559e0fd4f47c5a8f7a64b41	488	Gene3D	G3DSA:3.20.20.140	-	18	464	2.9E-49	T	24-06-2023	-	-
SMWK01000169.1_orf32089	baee0dd1d52a64052004fd58ff3b719f	340	Gene3D	G3DSA:3.10.450.50	-	10	159	3.0E-23	T	24-06-2023	-	-
SMWK01000169.1_orf32089	baee0dd1d52a64052004fd58ff3b719f	340	PANTHER	PTHR38436	POLYKETIDE CYCLASE SNOAL-LIKE DOMAIN	18	166	1.6E-31	T	24-06-2023	IPR009959	Polyketide cyclase SnoaL-like
SMWK01000169.1_orf32089	baee0dd1d52a64052004fd58ff3b719f	340	SUPERFAMILY	SSF54427	NTF2-like	193	332	2.79E-19	T	24-06-2023	IPR032710	NTF2-like domain superfamily
SMWK01000169.1_orf32089	baee0dd1d52a64052004fd58ff3b719f	340	Gene3D	G3DSA:3.10.450.50	-	190	335	2.5E-14	T	24-06-2023	-	-
SMWK01000169.1_orf32089	baee0dd1d52a64052004fd58ff3b719f	340	SUPERFAMILY	SSF54427	NTF2-like	15	161	3.51E-23	T	24-06-2023	IPR032710	NTF2-like domain superfamily
SMWK01000023.1_orf67386	aa5122585035f7faf0c965a14652818a	426	Pfam	PF12704	MacB-like periplasmic core domain	43	251	5.4E-14	T	24-06-2023	IPR025857	MacB-like periplasmic core domain
SMWK01000023.1_orf67386	aa5122585035f7faf0c965a14652818a	426	Pfam	PF02687	FtsX-like permease family	288	417	1.2E-14	T	24-06-2023	IPR003838	ABC3 transporter permease protein domain
SMWK01000023.1_orf67386	aa5122585035f7faf0c965a14652818a	426	TIGRFAM	TIGR02212	lolCE: lipoprotein releasing system, transmembrane protein, LolC/E family	23	426	1.5E-110	T	24-06-2023	IPR011925	Lipoprotein-releasing system transmembrane protein LolC/E
SMWK01000023.1_orf67386	aa5122585035f7faf0c965a14652818a	426	PANTHER	PTHR30489	LIPOPROTEIN-RELEASING SYSTEM TRANSMEMBRANE PROTEIN LOLE	23	425	6.2E-90	T	24-06-2023	-	-
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	28	388	1.7E-95	T	24-06-2023	IPR029058	Alpha/Beta hydrolase fold
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	FunFam	G3DSA:1.10.1740.110:FF:000001	Homoserine O-acetyltransferase	201	306	5.0E-40	T	24-06-2023	-	-
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	Pfam	PF00561	alpha/beta hydrolase fold	65	373	6.4E-32	T	24-06-2023	IPR000073	Alpha/beta hydrolase fold-1
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	40	374	7.9E-131	T	24-06-2023	IPR029058	Alpha/Beta hydrolase fold
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	Gene3D	G3DSA:1.10.1740.110	-	201	306	7.9E-131	T	24-06-2023	-	-
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	Hamap	MF_00296	Homoserine O-acetyltransferase [metXA].	17	388	28.557386	T	24-06-2023	IPR008220	Homoserine/serine acetyltransferase MetX-like
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	PANTHER	PTHR32268	HOMOSERINE O-ACETYLTRANSFERASE	30	384	6.5E-122	T	24-06-2023	IPR008220	Homoserine/serine acetyltransferase MetX-like
SMWK01000284.1_orf65728	1ef0e8fb8562262b4b6a466c66475792	398	TIGRFAM	TIGR01392	homoserO_Ac_trn: homoserine O-acetyltransferase	36	386	4.2E-134	T	24-06-2023	IPR008220	Homoserine/serine acetyltransferase MetX-like
SMWK01000224.1_orf46515	e51efdaeb5857b36d5b4fd9e7cda6ed4	470	PANTHER	PTHR22726	METALLOENDOPEPTIDASE OMA1	31	241	1.4E-40	T	24-06-2023	-	-
SMWK01000224.1_orf46515	e51efdaeb5857b36d5b4fd9e7cda6ed4	470	MobiDBLite	mobidb-lite	consensus disorder prediction	299	324	-	T	24-06-2023	-	-
SMWK01000224.1_orf46515	e51efdaeb5857b36d5b4fd9e7cda6ed4	470	Pfam	PF01435	Peptidase family M48	50	230	1.6E-24	T	24-06-2023	IPR001915	Peptidase M48
SMWK01000224.1_orf46515	e51efdaeb5857b36d5b4fd9e7cda6ed4	470	MobiDBLite	mobidb-lite	consensus disorder prediction	299	313	-	T	24-06-2023	-	-
SMWK01000224.1_orf46515	e51efdaeb5857b36d5b4fd9e7cda6ed4	470	Gene3D	G3DSA:3.30.2010.10	Metalloproteases ("zincins"), catalytic domain	43	127	5.4E-14	T	24-06-2023	-	-
SMWK01000240.1_orf50801	3fa104d82107223576677c69f7cae616	393	PANTHER	PTHR48207	SUCCINATE--HYDROXYMETHYLGLUTARATE COA-TRANSFERASE	3	390	3.2E-74	T	24-06-2023	-	-
SMWK01000240.1_orf50801	3fa104d82107223576677c69f7cae616	393	Pfam	PF02515	CoA-transferase family III	3	366	5.2E-85	T	24-06-2023	IPR003673	CoA-transferase family III
SMWK01000240.1_orf50801	3fa104d82107223576677c69f7cae616	393	SUPERFAMILY	SSF89796	CoA-transferase family III (CaiB/BaiF)	2	390	5.1E-93	T	24-06-2023	IPR023606	CoA-transferase family III domain 1 superfamily
SMWK01000240.1_orf50801	3fa104d82107223576677c69f7cae616	393	Gene3D	G3DSA:3.30.1540.10	-	224	319	2.2E-94	T	24-06-2023	IPR044855	CoA-transferase family III domain 3 superfamily
SMWK01000240.1_orf50801	3fa104d82107223576677c69f7cae616	393	Gene3D	G3DSA:3.40.50.10540	-	3	383	2.2E-94	T	24-06-2023	IPR023606	CoA-transferase family III domain 1 superfamily
SMWK01000199.1_orf39983	b10be10ba9a34372d99ef086fd2c9e7a	324	Gene3D	G3DSA:3.20.20.30	-	22	323	3.7E-69	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
SMWK01000199.1_orf39983	b10be10ba9a34372d99ef086fd2c9e7a	324	SUPERFAMILY	SSF51679	Bacterial luciferase-like	31	321	6.96E-62	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
SMWK01000199.1_orf39983	b10be10ba9a34372d99ef086fd2c9e7a	324	PANTHER	PTHR30137	LUCIFERASE-LIKE MONOOXYGENASE	33	322	4.7E-39	T	24-06-2023	-	-
SMWK01000199.1_orf39983	b10be10ba9a34372d99ef086fd2c9e7a	324	Pfam	PF00296	Luciferase-like monooxygenase	29	289	2.2E-49	T	24-06-2023	IPR011251	Luciferase-like domain
SMWK01000047.1_orf81924	c95423def90a8d60474e5a532e7072a6	136	MobiDBLite	mobidb-lite	consensus disorder prediction	78	115	-	T	24-06-2023	-	-
SMWK01000009.1_orf1207	5fdbf836369afe5962b7025fa24eb157	386	CDD	cd00829	SCP-x_thiolase	12	382	3.86952E-131	T	24-06-2023	-	-
SMWK01000009.1_orf1207	5fdbf836369afe5962b7025fa24eb157	386	SUPERFAMILY	SSF53901	Thiolase-like	12	384	1.5E-39	T	24-06-2023	IPR016039	Thiolase-like
SMWK01000009.1_orf1207	5fdbf836369afe5962b7025fa24eb157	386	Pfam	PF02803	Thiolase, C-terminal domain	262	366	7.9E-11	T	24-06-2023	IPR020617	Thiolase, C-terminal
SMWK01000009.1_orf1207	5fdbf836369afe5962b7025fa24eb157	386	ProSitePatterns	PS00737	Thiolases signature 2.	324	340	-	T	24-06-2023	IPR020613	Thiolase, conserved site
SMWK01000009.1_orf1207	5fdbf836369afe5962b7025fa24eb157	386	PANTHER	PTHR42870	ACETYL-COA C-ACETYLTRANSFERASE	7	384	9.8E-101	T	24-06-2023	-	-
SMWK01000009.1_orf1207	5fdbf836369afe5962b7025fa24eb157	386	Pfam	PF00108	Thiolase, N-terminal domain	10	188	1.2E-12	T	24-06-2023	IPR020616	Thiolase, N-terminal
