L1	L2	L3	L4	ID	Function	EC
Nucleotide transport and metabolismDefense mechanisms		YcbX		COG3217	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	
General function prediction only			2IQI	COG3218	ABC-type uncharacterized transport system, auxiliary component	
Function unknown			3DEE	COG3219	Uncharacterized conserved protein, DUF2063 family	
Function unknown			3BWW	COG3220	Uncharacterized conserved protein, UPF0276 family	
Inorganic ion transport and metabolism		PhnD	3S4U	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	
Function unknown			3CGX	COG3222	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family	
General function prediction only		PsiE		COG3223	Phosphate starvation-inducible membrane PsiE (function unknown)	
General function prediction only				COG3224	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	
Cell motility		GldG		COG3225	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	
Transcription		YbjK	5X5I	COG3226	DNA-binding transcriptional regulator YbjK	
Posttranslational modification, protein turnover, chaperones		LasB	3NQY	COG3227	Zn-dependent metalloprotease (Neutral protease B)	
Signal transduction mechanisms		MtfA	3DL1	COG3228	Mlc titration factor MtfA, regulates ptsG expression	
Inorganic ion transport and metabolism		HemO	1J77	COG3230	Heme oxygenase	
Translation, ribosomal structure and biogenesis		Aph	1J7I	COG3231	Aminoglycoside phosphotransferase	
Amino acid transport and metabolism		HpaF	1OTG	COG3232	5-carboxymethyl-2-hydroxymuconate isomerase	
General function prediction only				COG3233	Predicted deacetylase	
Function unknown		yfaT		COG3234	Uncharacterized conserved protein YfaT, DUF1175 family	
Function unknown				COG3235	Uncharacterized membrane protein	
Coenzyme transport and metabolismDefense mechanisms		RibX	2B3W	COG3236	N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily	
Function unknown		yjbJ	1RYK	COG3237	Uncharacterized conserved protein YjbJ, UPF0337 family	
Function unknown		ydcZ		COG3238	Uncharacterized membrane protein YdcZ, DUF606 family	
Lipid transport and metabolism		DesA		COG3239	Fatty acid desaturase	
Lipid transport and metabolismGeneral function prediction only			6JL1	COG3240	Phospholipase/lecithinase/hemolysin	
Energy production and conversion		BlueCu		COG3241	Azurin	
Function unknown		yjeT		COG3242	Uncharacterized conserved protein YjeT, DUF2065 family	
Lipid transport and metabolism		PhaC	5XAV	COG3243	Poly-beta-hydroxybutyrate synthase	
Energy production and conversion		CytC5	1CC5	COG3245	Cytochrome c5	
Function unknown			3C6C	COG3246	Uncharacterized conserved protein, DUF849 family	
General function prediction only		HdeD		COG3247	Acid resistance membrane protein HdeD, DUF308 family	
Cell wall/membrane/envelope biogenesis		Tsx	1TLW	COG3248	Nucleoside-specific outer membrane channel protein Tsx	
Function unknown				COG3249	Uncharacterized conserved protein, DUF2066 domain	
Carbohydrate transport and metabolism		LacZ	5N6U	COG3250	Beta-galactosidase/beta-glucuronidase	
Secondary metabolites biosynthesis, transport and catabolism		MbtH	2GPF	COG3251	MbtH family protein, regulates adenylation domains of NRPSs	
Coenzyme transport and metabolism		Mch	1QLM	COG3252	Methenyltetrahydromethanopterin cyclohydrolase	
Coenzyme transport and metabolismInorganic ion transport and metabolism		HemQ	1T0T	COG3253	Coproheme decarboxylase/chlorite dismutase	
Cell wall/membrane/envelope biogenesis		RhaM	1X8D	COG3254	L-rhamnose mutarotase	
Lipid transport and metabolism		SCP2		COG3255	Putative sterol carrier protein, contains SCP2 domain	
Inorganic ion transport and metabolism		NorB	3WFC	COG3256	Nitric oxide reductase large subunit	
Nucleotide transport and metabolism		AllE	1RC6	COG3257	Ureidoglycine aminohydrolase	
Inorganic ion transport and metabolism		TsdA		COG3258	Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain	
Energy production and conversion		FrhA	3ZFS	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	
Energy production and conversion		HycG	6CFW	COG3260	Ni,Fe-hydrogenase III small subunit	
Energy production and conversion		HycE2	6CFW	COG3261	Ni,Fe-hydrogenase III large subunit	
Energy production and conversion		HycE1		COG3262	Ni,Fe-hydrogenase III component G	
Energy production and conversionInorganic ion transport and metabolism		NhaP2		COG3263	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains	
Cell wall/membrane/envelope biogenesis		MscK		COG3264	Small-conductance mechanosensitive channel MscK	
Carbohydrate transport and metabolism	Non-phosphorylated Entner-Doudoroff pathway	GntK	1KO4	COG3265	Gluconate kinase	
Cell cycle control, cell division, chromosome partitioning		DamX		COG3266	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	
Intracellular trafficking, secretion, and vesicular transportExtracellular structures		ExeA		COG3267	Type II secretory pathway ATPase component GspA/ExeA/MshM	
Function unknown				COG3268	Uncharacterized conserved protein, related to short-chain dehydrogenases	
General function prediction only			1YEZ	COG3269	Predicted RNA-binding protein, contains TRAM domain	
Translation, ribosomal structure and biogenesis		Ncl1	2FRX	COG3270	Ribosome biogenesis protein, NOL1/NOP2/FMU family	
Intracellular trafficking, secretion, and vesicular transport		C39G		COG3271	Predicted double-glycine leader peptidase, C39-like (CLD) domain	
Function unknown		YbgA		COG3272	Uncharacterized conserved protein YbgA, DUF1722 family	
General function prediction only			1VCT	COG3273	Uncharacterized protein, contains PhoU and TrkA_C domains	
Cell wall/membrane/envelope biogenesis		WecH		COG3274	Surface polysaccharide O-acyltransferase WecH	
Signal transduction mechanisms		LytS		COG3275	Sensor histidine kinase, LytS/YehU family	
Translation, ribosomal structure and biogenesis	Translation factors	SelB	4ZU9	COG3276	Selenocysteine-specific translation elongation factor SelB	
Translation, ribosomal structure and biogenesis	16S rRNA modification	GAR1	2EQN	COG3277	rRNA processing protein Gar1	
Energy production and conversion		CcoN	3MK7	COG3278	Cbb3-type cytochrome oxidase, subunit 1	
TranscriptionSignal transduction mechanisms		LytT	3BS1	COG3279	DNA-binding response regulator, LytR/AlgR family	
Carbohydrate transport and metabolism		TreY		COG3280	Maltooligosyltrehalose synthase	
Carbohydrate transport and metabolism		Ble		COG3281	Predicted trehalose synthase	
TranscriptionAmino acid transport and metabolism		TyrR	1G2H	COG3283	Transcriptional regulator TyrR of aromatic amino acids metabolism	
Transcription		AcoR	4LRX	COG3284	Transcriptional regulator DhaR of acetoin/glycerol metabolism	
Replication, recombination and repair		LigD	5DMU	COG3285	Eukaryotic-type DNA primase	
Function unknown				COG3286	Uncharacterized conserved protein, DUF2067 domain	
Signal transduction mechanisms		FIST		COG3287	FIST domain protein MJ1623, contains FIST_N and FIST_C domains	
Energy production and conversion		PntA	1F8G	COG3288	NAD/NADP transhydrogenase alpha subunit	
Signal transduction mechanisms		CitA		COG3290	Sensor histidine kinase DipB regulating citrate/malate metabolism	
Function unknown			2KZW	COG3291	Uncharacterized conserved protein, PKD repeat domain	
Signal transduction mechanisms			4A2L	COG3292	Periplasmic ligand-binding sensor domain	
Mobilome: prophages, transposons				COG3293	Transposase	
General function prediction only				COG3294	Metal-dependent phosphatase/phosphodiesterase, HD supefamily	
Function unknown				COG3295	Uncharacterized conserved protein	
General function prediction only		Tic20a		COG3296	Uncharacterized Tic20-related protein, DUF4870 domain	
Intracellular trafficking, secretion, and vesicular transport		PulL	2W7V	COG3297	Type II secretory pathway, component PulL	
Replication, recombination and repair				COG3298	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	
Mobilome: prophages, transposons		JayE		COG3299	Uncharacterized phage protein gp47/JayE	
Signal transduction mechanisms		MHYT		COG3300	MHYT domain, NO-binding membrane sensor	
Inorganic ion transport and metabolism		NrfD		COG3301	Nitrite/polysulfide reductase, membrane component NrfD/PsrC	
Energy production and conversion		DmsC		COG3302	DMSO reductase anchor subunit DmsC	
Inorganic ion transport and metabolism		NrfA	2J7A	COG3303	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit	
Function unknown		YccF		COG3304	Uncharacterized membrane protein YccF, DUF307 family	
Function unknown				COG3305	Uncharacterized membrane protein, DUF2068 family	
Cell wall/membrane/envelope biogenesis				COG3306	Glycosyltransferase involved in LPS biosynthesis, GR25 family	
Cell wall/membrane/envelope biogenesis		RfaL		COG3307	O-antigen ligase	
Function unknown				COG3308	Uncharacterized membrane protein	
Defense mechanisms		VapD	5DYR	COG3309	Virulence-associated protein VapD, endoribonuclease	
Function unknown				COG3310	Uncharacterized conserved protein, DUF1415 family	
TranscriptionMobilome: prophages, transposons		AlpA		COG3311	DNA-binding transcriptional regulator AlpA	
Energy production and conversion	FoF1-type ATP synthase	AtpI		COG3312	FoF1-type ATP synthase accessory protein AtpI	
General function prediction only		YdhL		COG3313	Predicted Fe-S protein YdhL, DUF1289 family	
Cell cycle control, cell division, chromosome partitioningAmino acid transport and metabolism		SpoVV		COG3314	Spore dipicolinate transporter SpoVV/YjiH/YlbJ, contains nucleoside recognition GATE domain	
Secondary metabolites biosynthesis, transport and catabolism		YktD	1RJD	COG3315	O-Methyltransferase involved in polyketide biosynthesis	
Mobilome: prophages, transposons		Rve		COG3316	Transposase (or an inactivated derivative), DDE domain	
Cell wall/membrane/envelope biogenesis		BamC	2LAE	COG3317	Outer membrane beta-barrel protein assembly factor BamC	
Function unknown		YecA		COG3318	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif	
Secondary metabolites biosynthesis, transport and catabolism		EntF2	5JA1	COG3319	Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase	
Secondary metabolites biosynthesis, transport and catabolism	Lysine biosynthesis	Lys2b	5MSP	COG3320	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs	
Secondary metabolites biosynthesis, transport and catabolism		PksD	6IYO	COG3321	Acyl transferase domain in polyketide synthase (PKS) enzymes	
Signal transduction mechanisms		CHASE4		COG3322	Extracellular (periplasmic) sensor domain CHASE (specificity unknown)	
Function unknown		YqfO	2GX8	COG3323	PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family	
General function prediction only		VOC	3OXH	COG3324	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	
Carbohydrate transport and metabolism		ChiA	1E15	COG3325	Chitinase, GH18 family	
Function unknown		YsdA		COG3326	Uncharacterized membrane protein YsdA, DUF1294 family	
Transcription		PaaX		COG3327	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)	
Mobilome: prophages, transposons		IS285		COG3328	Transposase (or an inactivated derivative)	
Function unknown				COG3329	Uncharacterized conserved protein Alr0986	
Function unknown				COG3330	Uncharacterized conserved protein BH1414	
General function prediction only		YotM	1RZN	COG3331	Penicillin-binding protein-related factor A, putative recombinase	
General function prediction only		Tango2		COG3332	Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif	
General function prediction only				COG3333	TctA family transporter	
Cell motility		MotE		COG3334	Flagellar motility protein MotE, a chaperone for MotC folding	
Mobilome: prophages, transposons				COG3335	Transposase	
Energy production and conversionPosttranslational modification, protein turnover, chaperones		CtaG		COG3336	Cytochrome c oxidase assembly protein CtaG	
Defense mechanisms	CRISPR-Cas system	Cmr5	2OEB	COG3337	CRISPR-Cas system type III CMR-effector complex small subunit Cmr5	
Inorganic ion transport and metabolism		Cah	1KOP	COG3338	Carbonic anhydrase	
Function unknown		YkvA		COG3339	Uncharacterized membrane protein YkvA, DUF1232 family	
Amino acid transport and metabolism		PepE	1FY2	COG3340	Peptidase E	
General function prediction only		Rnh1	1QHK	COG3341	Ribonuclease HI-related protein, contains viroplasmin and RNaseH domains	
General function prediction only			2IMH	COG3342	Uncharacterized conserved protein, Ntn-hydrolase superfamily	
Transcription	RNA polymerase	RpoE	2KRC	COG3343	DNA-directed RNA polymerase, delta subunit	
Mobilome: prophages, transposons		YkfC		COG3344	Retron-type reverse transcriptase	
Carbohydrate transport and metabolism		GalA	2XN0	COG3345	Alpha-galactosidase	
Posttranslational modification, protein turnover, chaperones		Shy1		COG3346	Cytochrome oxidase assembly protein ShyY1	
Carbohydrate transport and metabolism		RhaD	3M4R	COG3347	Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase	
General function prediction only			5MOG	COG3349	Uncharacterized protein, contains NAD-binding domain and a Fe-S cluster	
Inorganic ion transport and metabolism		YHS		COG3350	Heavy metal-bindng TRASH/YHS domain, predicted Cu/Ag metallochaperone	
Cell motility		FlaD		COG3351	Archaellum component ArlD/FlaD/FlaE	
Cell motility		FlaC		COG3352	Archaellum component ArlC/FlaC	
Cell motility		FlaF		COG3353	Archaellum component FlaF, FlaF/FlaG flagellin family	
Cell motility		FlaG		COG3354	Archaellum component FlaG, FlaF/FlaG flagellin family	
Transcription			2D1H	COG3355	Predicted transcriptional regulator	
Lipid transport and metabolism				COG3356	Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily	
Transcription			2GMG	COG3357	Predicted transcriptional regulator, contains HTH and Zn-ribbon domains	
Function unknown			2LNU	COG3358	Uncharacterized conserved protein, DUF1684 family	
General function prediction only		YprB		COG3359	Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains	
General function prediction only			1MOG	COG3360	Flavin-binding protein dodecin	
Function unknown		YqjF		COG3361	Uncharacterized conserved protein YqjF, DUF2071 family	
Nucleotide transport and metabolism	Purine biosynthesis	PurO	1KUU	COG3363	Archaeal IMP cyclohydrolase	
General function prediction only				COG3364	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain	
Function unknown				COG3365	Uncharacterized conserved protein, DUF2073 family	
Function unknown				COG3366	Uncharacterized membrane protein	
General function prediction only			2G0T	COG3367	Uncharacterized conserved protein, NAD-dependent epimerase/dehydratase family	
General function prediction only				COG3368	Predicted permease	
Function unknown			2QD0	COG3369	Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type	
General function prediction only			2FB6	COG3370	Uncharacterized conserved protein AF1964, DsrE/DsrF-like family	
Function unknown				COG3371	Uncharacterized membrane protein	
General function prediction only				COG3372	Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair	
