index	L1	L2	L3	KO	Function	EC	Count
17346	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01997	livH; branched-chain amino acid transport system permease protein		3
46001	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01997	livH; branched-chain amino acid transport system permease protein		3
3414	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00772	mtaP, MTAP; 5'-methylthioadenosine phosphorylase	2.4.2.28	1
9909	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10539	araG; L-arabinose transport system ATP-binding protein	7.5.2.12	21
45816	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10539	araG; L-arabinose transport system ATP-binding protein	7.5.2.12	21
2120	Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein	7.3.2.3	2
9765	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein	7.3.2.3	2
45696	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02045	cysA; sulfate/thiosulfate transport system ATP-binding protein	7.3.2.3	2
7467	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K01617	dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase	4.1.1.77	1
7775	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K01617	dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase	4.1.1.77	1
7907	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation [PATH:ko00621]	K01617	dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase	4.1.1.77	1
3108	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	6
3269	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	6
36137	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K12583	mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase	2.4.1.-	1
3354	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
3381	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
4367	Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
49085	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	4
7498	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K04110	badA; benzoate-CoA ligase	6.2.1.25	2
7539	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K04110	badA; benzoate-CoA ligase	6.2.1.25	2
263	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	1.1.1.127	2
313	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K05351	E1.1.1.9; D-xylulose reductase	1.1.1.9	2
5095	Metabolism	Glycan biosynthesis and metabolism	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
36039	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K14335	pimC; alpha-1,6-mannosyltransferase	2.4.1.-	1
5644	Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K04720	cobD; threonine-phosphate decarboxylase	4.1.1.81	2
3197	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00943	tmk, DTYMK; dTMP kinase	2.7.4.9	1
5034	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
36234	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
36595	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
10596	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13532	kinD; two-component system, sporulation sensor kinase D	2.7.13.3	3
34633	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13532	kinD; two-component system, sporulation sensor kinase D	2.7.13.3	3
48118	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13532	kinD; two-component system, sporulation sensor kinase D	2.7.13.3	3
7544	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K00141	xylC; benzaldehyde dehydrogenase (NAD)	1.2.1.28	2
7746	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K00141	xylC; benzaldehyde dehydrogenase (NAD)	1.2.1.28	2
7765	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K00141	xylC; benzaldehyde dehydrogenase (NAD)	1.2.1.28	2
5721	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase	1.14.13.-	1
10443	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	4
34575	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	4
48003	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS	2.7.13.3	4
3597	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K01586	lysA; diaminopimelate decarboxylase	4.1.1.20	1
2319	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K01909	mbtM; long-chain-fatty-acid--[acyl-carrier-protein] ligase	6.2.1.20	1
2320	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase	2.3.1.40 6.2.1.20	1
2641	Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K05939	aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase	2.3.1.40 6.2.1.20	1
36529	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K13001	wbyK; mannosyltransferase	2.4.1.-	1
1245	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00139	ALDH5A1; succinate-semialdehyde dehydrogenase	1.2.1.24	2
3252	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00139	ALDH5A1; succinate-semialdehyde dehydrogenase	1.2.1.24	2
2912	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K08289	purT; phosphoribosylglycinamide formyltransferase 2	6.3.1.21	1
3554	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit	6.4.1.4	2
2105	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00266	gltD; glutamate synthase (NADPH) small chain	1.4.1.13	2
3257	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00266	gltD; glutamate synthase (NADPH) small chain	1.4.1.13	2
2103	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00264	GLT1; glutamate synthase (NADH)	1.4.1.14	1
3255	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00264	GLT1; glutamate synthase (NADH)	1.4.1.14	1
1993	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K08264	hdrD; heterodisulfide reductase subunit D	1.8.98.1	1
2746	Metabolism	Lipid metabolism	Sphingolipid metabolism [PATH:ko00600]	K00720	UGCG; ceramide glucosyltransferase	2.4.1.80	1
36044	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00720	UGCG; ceramide glucosyltransferase	2.4.1.80	1
2629	Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K01048	pldB; lysophospholipase	3.1.1.5	1
10484	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07648	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB	2.7.13.3	4
17766	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K07648	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB	2.7.13.3	4
34583	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07648	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB	2.7.13.3	4
48019	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07648	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB	2.7.13.3	4
6121	Metabolism	Metabolism of terpenoids and polyketides	Geraniol degradation [PATH:ko00281]	K11731	atuD; citronellyl-CoA dehydrogenase	1.3.99.-	1
3424	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
3950	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
4064	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
4239	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
6879	Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
6945	Metabolism	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
7200	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
37057	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
36464	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12987	migA; alpha-1,6-rhamnosyltransferase	2.4.1.-	1
10026	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01998	livM; branched-chain amino acid transport system permease protein		3
17347	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01998	livM; branched-chain amino acid transport system permease protein		3
46002	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01998	livM; branched-chain amino acid transport system permease protein		3
3147	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00761	upp, UPRT; uracil phosphoribosyltransferase	2.4.2.9	1
15439	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K08746	SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2	6.2.1.- 6.2.1.3	1
20048	Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K08746	SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2	6.2.1.- 6.2.1.3	1
33428	Human Diseases	Endocrine and metabolic disease	Insulin resistance [PATH:ko04931]	K08746	SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2	6.2.1.- 6.2.1.3	1
36745	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K08746	SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2	6.2.1.- 6.2.1.3	1
46463	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08746	SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2	6.2.1.- 6.2.1.3	1
4087	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K10797	enr; 2-enoate reductase	1.3.1.31	2
10521	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K08479	sasA; two-component system, OmpR family, clock-associated histidine kinase SasA	2.7.13.3	7
34594	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08479	sasA; two-component system, OmpR family, clock-associated histidine kinase SasA	2.7.13.3	7
48041	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K08479	sasA; two-component system, OmpR family, clock-associated histidine kinase SasA	2.7.13.3	7
36465	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12988	wapR; alpha-1,3-rhamnosyltransferase	2.4.1.-	1
16363	Cellular Processes	Cell growth and death	Apoptosis - fly [PATH:ko04214]	K03386	PRDX2_4, ahpC; peroxiredoxin 2/4	1.11.1.24	5
48793	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K03386	PRDX2_4, ahpC; peroxiredoxin 2/4	1.11.1.24	5
56007	Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06873	K06873; uncharacterized protein		2
198	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2.7.6.1	1
2903	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2.7.6.1	1
3914	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01468	hutI, AMDHD1; imidazolonepropionase	3.5.2.7	1
36481	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12994	wbdB, mtfB; O-antigen biosynthesis alpha-1,3-mannosyltransferase	2.4.1.349 2.4.1.-	1
9988	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09972	aapP, bztD; general L-amino acid transport system ATP-binding protein	7.4.2.1	3
45974	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09972	aapP, bztD; general L-amino acid transport system ATP-binding protein	7.4.2.1	3
4310	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K03852	xsc; sulfoacetaldehyde acetyltransferase	2.3.3.15	1
118	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	2.3.1.61	1
3639	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	2.3.1.61	1
4114	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	2.3.1.61	1
10836	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11231	SLN1; osomolarity two-component system, sensor histidine kinase SLN1	2.7.13.3	4
11351	Environmental Information Processing	Signal transduction	MAPK signaling pathway - yeast [PATH:ko04011]	K11231	SLN1; osomolarity two-component system, sensor histidine kinase SLN1	2.7.13.3	4
15761	Cellular Processes	Transport and catabolism	Mitophagy - yeast [PATH:ko04139]	K11231	SLN1; osomolarity two-component system, sensor histidine kinase SLN1	2.7.13.3	4
34676	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11231	SLN1; osomolarity two-component system, sensor histidine kinase SLN1	2.7.13.3	4
48215	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11231	SLN1; osomolarity two-component system, sensor histidine kinase SLN1	2.7.13.3	4
3118	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00762	pyrE; orotate phosphoribosyltransferase	2.4.2.10	3
4743	Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563]	K03857	PIGA, GPI3; phosphatidylinositol N-acetylglucosaminyltransferase subunit A	2.4.1.198	1
36032	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03857	PIGA, GPI3; phosphatidylinositol N-acetylglucosaminyltransferase subunit A	2.4.1.198	1
1786	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K14467	4hbl; 4-hydroxybutyrate---CoA ligase (AMP-forming)	6.2.1.40	1
9976	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10000	artP; arginine transport system ATP-binding protein	7.4.2.1	1
45959	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10000	artP; arginine transport system ATP-binding protein	7.4.2.1	1
3614	Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00143	LYS2; L-2-aminoadipate reductase	1.2.1.95	1
4769	Metabolism	Glycan biosynthesis and metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563]	K08098	PIGZ, SMP3; GPI mannosyltransferase 4	2.4.1.-	1
36036	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K08098	PIGZ, SMP3; GPI mannosyltransferase 4	2.4.1.-	1
